Severity,City,County,State,Temperature(F),Humidity(%),Visibility(mi),Wind_Speed(mph),Precipitation(in),Weather_Condition,Junction,Stop,Traffic_Signal,daytime
2,Charlotte,Mecklenburg_NC,NC,50,100,10,4.6,0,Overcast,FALSE,FALSE,FALSE,day
2,Gaithersburg,Montgomery_MD,MD,86,65,10,4.6,0,Clear,FALSE,TRUE,FALSE,day
2,Raleigh,Wake_NC,NC,75.9,87,10,8.1,0,Mostly Cloudy,FALSE,FALSE,TRUE,day
2,Darlington,Darlington_SC,SC,77,90,10,6.9,0,Clear,FALSE,FALSE,FALSE,night
2,Bronx,Bronx_NY,NY,55.9,44,10,16.1,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Coral Gables,Miami-Dade_FL,FL,75.9,76,10,3.5,0,Mostly Cloudy,FALSE,FALSE,FALSE,night
2,Raleigh,Wake_NC,NC,73.9,46,10,0,0,Scattered Clouds,FALSE,FALSE,TRUE,twilight
2,San Diego,San Diego_CA,CA,78,50,10,8,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Hamilton,Loudoun_VA,VA,68,94,10,3.5,0,Scattered Clouds,FALSE,FALSE,FALSE,day
2,Ashland,Jackson_OR,OR,48,80,10,0,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
3,Thomson,McDuffie_GA,GA,75.7,87,10,3.5,0,Clear,FALSE,FALSE,FALSE,day
3,Harrisburg,Dauphin_PA,PA,71.1,47,10,0,0,Clear,FALSE,FALSE,FALSE,twilight
2,Eagle Point,Jackson_OR,OR,37.9,97,4,0,0.03,Light Rain,FALSE,FALSE,FALSE,day
3,Columbus,Franklin_OH,OH,43,65,10,5.8,0,Overcast,FALSE,FALSE,FALSE,night
3,Gilroy,Santa Clara_CA,CA,80.6,89,10,3.5,0,Clear,FALSE,FALSE,FALSE,day
3,Seal Beach,Orange_CA,CA,62,74,10,3,0,Fair,FALSE,FALSE,FALSE,day
2,Philadelphia,Philadelphia_PA,PA,50,36,10,18.4,0,Clear,FALSE,FALSE,TRUE,day
2,Sparks,Washoe_NV,NV,95,12,10,3.5,0,Scattered Clouds,FALSE,FALSE,TRUE,day
2,Watsonville,Santa Cruz_CA,CA,71.1,51,10,0,0,Clear,FALSE,FALSE,FALSE,day
2,Whittier,Los Angeles_CA,CA,90,4,10,5,0,Fair,FALSE,FALSE,FALSE,day
3,Grand Rapids,Kent_MI,MI,52,45,10,6.9,0,Overcast,FALSE,FALSE,FALSE,day
2,Monrovia,Los Angeles_CA,CA,75,60,10,5,0,Fair,FALSE,FALSE,FALSE,day
3,Inglewood,Los Angeles_CA,CA,65,68,10,10,0,Partly Cloudy,FALSE,FALSE,FALSE,day
2,Hartsville,Darlington_SC,SC,37.4,87,10,0,0,Clear,FALSE,FALSE,FALSE,night
2,Salem,Marion_OR,OR,55.9,84,10,5.8,0,Overcast,FALSE,FALSE,FALSE,twilight
4,Martinsburg,Berkeley_WV,WV,68,100,4,0,0,Clear,FALSE,FALSE,FALSE,night
2,Cottondale,Tuscaloosa_AL,AL,46,56,10,4.6,0,Clear,FALSE,FALSE,FALSE,day
2,Gainesville,Alachua_FL,FL,44.1,79,10,5.8,0,Clear,FALSE,TRUE,FALSE,night
2,New Orleans,Orleans_LA,LA,75,50,10,9,0,Partly Cloudy,FALSE,FALSE,FALSE,day
2,Houston,Harris_TX,TX,60,72,10,5,0,Fair,FALSE,FALSE,FALSE,night
2,Tulsa,Tulsa_OK,OK,50,36,10,10.4,0,Clear,FALSE,FALSE,TRUE,day
2,Miami Gardens,Miami-Dade_FL,FL,86,72,10,16.1,0.01,Partly Cloudy,FALSE,FALSE,TRUE,day
2,Flint,Genesee_MI,MI,37.9,79,10,6.9,0,Light Rain,FALSE,FALSE,FALSE,night
4,Issaquah,King_WA,WA,66,65,10,3.5,0,Clear,FALSE,FALSE,FALSE,twilight
2,Augusta,Richmond_GA,GA,34,89,3,11.5,0,Light Snow,FALSE,FALSE,TRUE,day
3,Spokane,Spokane_WA,WA,66.9,25,10,4.6,0,Clear,FALSE,FALSE,TRUE,day
2,Gloversville,Fulton_NY,NY,77,57,10,5,0,Fair,FALSE,FALSE,FALSE,day
2,Moss Beach,San Mateo_CA,CA,53.6,77,5,0,0,Haze,FALSE,FALSE,FALSE,day
2,Flint,Genesee_MI,MI,66.9,39,10,10.4,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Covington,Kenton_KY,KY,28,63,10,6,0,Fair,FALSE,FALSE,FALSE,day
3,Waukegan,Lake_IL,IL,70,65,10,7,0,Fair,FALSE,FALSE,TRUE,day
2,Los Angeles,Los Angeles_CA,CA,65,68,10,7,0,Partly Cloudy,FALSE,FALSE,FALSE,day
2,Charlotte,Mecklenburg_NC,NC,71.1,93,10,3.5,0,Scattered Clouds,TRUE,FALSE,FALSE,day
2,Flint,Genesee_MI,MI,45,90,6,11.5,0.03,Light Rain,FALSE,FALSE,TRUE,day
2,San Martin,Santa Clara_CA,CA,73,25,10,15,0,Fair,FALSE,FALSE,FALSE,day
2,Tulsa,Tulsa_OK,OK,87,61,10,9,0,Cloudy,FALSE,FALSE,FALSE,day
2,Orlando,Orange_FL,FL,80.1,94,10,4.6,0,Clear,FALSE,FALSE,TRUE,day
2,Tarzana,Los Angeles_CA,CA,81,34,10,4.6,0,Clear,FALSE,FALSE,FALSE,day
2,Springfield,Lane_OR,OR,53.1,80,10,0,0,Overcast,FALSE,FALSE,FALSE,day
3,Clifton Park,Saratoga_NY,NY,21.2,86,15,0,0,Clear,FALSE,FALSE,FALSE,day
2,Los Angeles,Los Angeles_CA,CA,61,93,2.5,3.5,0,Overcast,FALSE,FALSE,FALSE,night
2,Kingdom City,Callaway_MO,MO,82.9,74,10,8.1,0,Clear,FALSE,FALSE,TRUE,day
2,Detroit,Wayne_MI,MI,66,65,10,3,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Riverside,Riverside_CA,CA,55,72,10,0,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
3,Whittier,Los Angeles_CA,CA,69.8,46,10,4.6,0,Clear,FALSE,FALSE,FALSE,day
2,Portland,Multnomah_OR,OR,34,46,10,25.3,0,Overcast,FALSE,FALSE,FALSE,night
3,Long Beach,Los Angeles_CA,CA,64.9,73,10,3.5,0,Overcast,FALSE,FALSE,FALSE,day
2,Oklahoma City,Oklahoma_OK,OK,45,97,3,13.8,0.29,Rain,FALSE,FALSE,TRUE,day
2,Land O Lakes,Pasco_FL,FL,79,54,10,5.8,0,Clear,FALSE,FALSE,TRUE,day
3,Columbus,Franklin_OH,OH,48,74,6,21,0,Light Rain / Windy,FALSE,FALSE,FALSE,day
2,San Bernardino,San Bernardino_CA,CA,81,17,10,0,0,Fair,FALSE,FALSE,FALSE,twilight
2,Tulsa,Tulsa_OK,OK,37,57,10,0,0,Clear,FALSE,FALSE,FALSE,night
2,Morrisville,Wake_NC,NC,55.9,60,10,0,0,Overcast,FALSE,FALSE,FALSE,day
2,Pasadena,Harris_TX,TX,78.8,78,10,4.6,0,Light Rain,FALSE,FALSE,FALSE,day
2,Spartanburg,Spartanburg_SC,SC,71.6,100,7,0,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Saint Cloud,Osceola_FL,FL,91,57,10,3.5,0,Scattered Clouds,FALSE,FALSE,FALSE,day
2,Helena,Shelby_AL,AL,73,87,10,0,0.53,Thunderstorm,FALSE,FALSE,FALSE,day
2,Upper Marlboro,Prince George's_MD,MD,80,76,10,3,0,Fair,FALSE,FALSE,TRUE,twilight
2,Paterson,Passaic_NJ,NJ,43,80,10,6.9,0,Clear,FALSE,FALSE,FALSE,twilight
3,Rogue River,Jackson_OR,OR,53.1,89,4,5.8,0.07,Rain,FALSE,FALSE,FALSE,day
3,Los Angeles,Los Angeles_CA,CA,68,50,10,3,0,Fair,TRUE,FALSE,FALSE,day
2,Broomfield,Broomfield_CO,CO,14,86,0.8,9.2,0,Snow,FALSE,FALSE,FALSE,day
2,Houston,Harris_TX,TX,63,90,10,3.5,0,Scattered Clouds,FALSE,FALSE,FALSE,night
2,Flowood,Rankin_MS,MS,72,78,10,4.6,0,Clear,FALSE,FALSE,FALSE,day
2,Portland,Multnomah_OR,OR,45,76,10,0,0,Fair,FALSE,FALSE,FALSE,day
2,Castro Valley,Alameda_CA,CA,66,70,10,8.1,0,Overcast,FALSE,FALSE,FALSE,day
2,Lutz,Pasco_FL,FL,77,74,10,6.9,0,Scattered Clouds,FALSE,FALSE,FALSE,day
2,Milwaukee,Milwaukee_WI,WI,59,93,10,10.4,0.02,Light Rain,FALSE,FALSE,FALSE,day
2,Redwood City,San Mateo_CA,CA,72,60,10,15,0,Mostly Cloudy,FALSE,FALSE,TRUE,day
2,Compton,Los Angeles_CA,CA,76,22,10,5,0,Fair,FALSE,FALSE,FALSE,night
4,Atlanta,Clayton_GA,GA,73.9,91,7,3.5,0,Mostly Cloudy,TRUE,FALSE,FALSE,twilight
2,Houston,Harris_TX,TX,64.4,32,10,3.5,0,Clear,FALSE,FALSE,TRUE,day
2,Salem,Marion_OR,OR,53.1,74,10,12.7,0,Overcast,FALSE,FALSE,FALSE,day
2,Houston,Harris_TX,TX,72,87,10,6.9,0,Overcast,FALSE,FALSE,FALSE,day
2,Hinsdale,Cook_IL,IL,36,62,10,6.9,0,Partly Cloudy,FALSE,FALSE,FALSE,day
2,Raleigh,Wake_NC,NC,84,49,10,5.8,0,Scattered Clouds,FALSE,FALSE,FALSE,day
3,Pittsburgh,Allegheny_PA,PA,73,90,7,8.1,0.05,Light Rain,FALSE,FALSE,FALSE,day
3,Reading,Middlesex_MA,MA,45,90,10,8.1,0,Mostly Cloudy,TRUE,FALSE,FALSE,day
2,Raleigh,Wake_NC,NC,39,89,10,3.5,0,Clear,FALSE,FALSE,TRUE,day
3,Warwick,Kent_RI,RI,70,68,10,3.5,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Charlotte,Mecklenburg_NC,NC,75.9,79,10,4.6,0,Clear,FALSE,FALSE,TRUE,day
2,San Diego,San Diego_CA,CA,96,20,10,13,0,Fair,FALSE,FALSE,FALSE,day
3,Brooklyn,Kings_NY,NY,35.1,64,10,6.9,0,Overcast,FALSE,FALSE,FALSE,twilight
2,Raleigh,Wake_NC,NC,73.9,93,10,6.9,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Franklin,Williamson_TN,TN,46,96,6,0,0,Partly Cloudy,TRUE,FALSE,FALSE,day
3,New York,New York_NY,NY,19.9,50,10,6.9,0,Clear,FALSE,FALSE,FALSE,day
2,Escondido,San Diego_CA,CA,84,13,10,13,0,Fair,FALSE,FALSE,FALSE,day
2,Detroit,Wayne_MI,MI,61,90,10,4.6,0,Clear,FALSE,FALSE,FALSE,day
2,Trumbull,Fairfield_CT,CT,53.1,15,10,10.4,0,Clear,FALSE,FALSE,FALSE,day
2,San Mateo,San Mateo_CA,CA,73,19,10,10,0,Fair,FALSE,FALSE,FALSE,day
2,Durham,Durham_NC,NC,96,51,10,10,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
3,McDonough,Henry_GA,GA,51.8,94,10,5.8,0,Clear,FALSE,FALSE,FALSE,twilight
2,Los Angeles,Los Angeles_CA,CA,90,46,10,0,0,Fair,TRUE,FALSE,FALSE,day
3,Oakland,Alameda_CA,CA,70,36,10,20,0,Fair,FALSE,FALSE,FALSE,day
2,Seminole,Pinellas_FL,FL,78.1,52,10,4.6,0,Partly Cloudy,FALSE,FALSE,TRUE,day
4,Rhoadesville,Orange_VA,VA,71.6,94,7,0,0,Scattered Clouds,FALSE,FALSE,FALSE,night
2,Austin,Travis_TX,TX,81,54,10,9,0,Partly Cloudy,FALSE,FALSE,FALSE,day
3,Maspeth,Queens_NY,NY,64.9,56,10,10.4,0,Light Rain,FALSE,FALSE,FALSE,day
3,Houston,Harris_TX,TX,89.6,43,10,11.5,0,Clear,FALSE,FALSE,FALSE,day
3,Clyde,Callahan_TX,TX,39.9,83,9,10.4,0,Overcast,FALSE,FALSE,FALSE,night
3,Tustin,Orange_CA,CA,77,20,8,8.1,0,Partly Cloudy,FALSE,FALSE,FALSE,day
3,Louisville,Jefferson_KY,KY,61,83,10,9,0.02,Light Rain,FALSE,FALSE,FALSE,twilight
3,Knoxville,Knox_TN,TN,67,34,10,22,0,Mostly Cloudy / Windy,FALSE,FALSE,FALSE,day
2,Dallas,Dallas_TX,TX,82.4,70,13,0,0,Clear,TRUE,FALSE,FALSE,day
3,Broomfield,Adams_CO,CO,40.1,34,10,0,0,Clear,FALSE,FALSE,FALSE,day
2,Glendale,Los Angeles_CA,CA,57,96,6,0,0.07,Light Rain,FALSE,FALSE,FALSE,night
2,Nashville,Davidson_TN,TN,64,87,10,5.8,0,Overcast,FALSE,FALSE,FALSE,night
3,Centreville,Fairfax County_VA,VA,82,79,10,3.5,0,Clear,FALSE,FALSE,FALSE,day
2,Lugoff,Kershaw_SC,SC,51.8,71,10,0,0,Clear,FALSE,FALSE,FALSE,twilight
2,Austin,Travis_TX,TX,48.9,97,0.5,3.5,0.3,Heavy Rain,FALSE,FALSE,FALSE,twilight
2,Grand Rapids,Kent_MI,MI,84,46,10,10.4,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Brentwood,Williamson_TN,TN,30,79,10,3.5,0,Partly Cloudy,FALSE,FALSE,FALSE,twilight
4,West Columbia,Lexington_SC,SC,37,57,10,6.9,0,Clear,FALSE,FALSE,FALSE,day
3,Grafton,Ozaukee_WI,WI,30,93,10,7,0,Cloudy,FALSE,FALSE,FALSE,day
2,Centerville,Davis_UT,UT,57,53,10,7,0,Cloudy,FALSE,FALSE,FALSE,day
2,North Charleston,Dorchester_SC,SC,83,77,10,6,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Dinuba,Tulare_CA,CA,60.1,72,4,3.5,0,Haze,FALSE,FALSE,FALSE,twilight
2,Lancaster,Lancaster_PA,PA,55,100,2,16.1,0.18,Heavy Rain,FALSE,FALSE,TRUE,night
3,Orlando,Orange_FL,FL,81,65,10,8,0,Fair,FALSE,FALSE,FALSE,day
2,Charlotte,Mecklenburg_NC,NC,79,88,6,0,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Greenville,Greenville_SC,SC,85,55,10,9,0,Fair,FALSE,FALSE,FALSE,day
2,Hillsdale,Columbia_NY,NY,57,74,10,3.5,0,Overcast,FALSE,FALSE,TRUE,night
2,Irvine,Orange_CA,CA,66.9,49,10,8.1,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Esparto,Yolo_CA,CA,80.6,39,10,9.2,0,Clear,FALSE,FALSE,FALSE,day
2,Daleville,Botetourt_VA,VA,43,65,10,10.4,0,Clear,FALSE,FALSE,TRUE,night
2,Houston,Harris_TX,TX,82.4,58,10,8.1,0,Scattered Clouds,FALSE,FALSE,FALSE,day
2,Austin,Travis_TX,TX,80.1,62,10,5.8,0,Clear,FALSE,FALSE,FALSE,night
2,Huntsville,Madison_AL,AL,57,93,3,3,0,Rain,FALSE,FALSE,TRUE,day
2,Sunapee,Sullivan_NH,NH,34,85,0.8,3.5,0,Light Snow,FALSE,FALSE,FALSE,day
4,Winter Park,Orange_FL,FL,64,93,2,14,0.22,Heavy T-Storm,FALSE,FALSE,FALSE,twilight
2,Manheim,Lancaster_PA,PA,48.9,64,10,3.5,0,Clear,FALSE,FALSE,FALSE,night
2,Oakland,Alameda_CA,CA,70,61,10,0,0,Fair,TRUE,FALSE,FALSE,night
2,Sacramento,Sacramento_CA,CA,73.4,50,8,3.5,0,Clear,FALSE,FALSE,FALSE,day
2,San Antonio,Bexar_TX,TX,89,57,10,8,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Santa Ana,Orange_CA,CA,64,80,8,5.8,0,Overcast,FALSE,FALSE,FALSE,day
2,White Plains,Westchester_NY,NY,60.1,83,10,4.6,0,Overcast,FALSE,FALSE,TRUE,day
2,Miami,Miami-Dade_FL,FL,73.9,97,10,0,0,Clear,FALSE,FALSE,TRUE,twilight
3,Latham,Albany_NY,NY,41,28,10,0,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Tracy,Alameda_CA,CA,89,26,10,17,0,Fair,FALSE,FALSE,FALSE,day
2,Phoenix,Maricopa_AZ,AZ,89,20,10,9,0,Mostly Cloudy,FALSE,FALSE,TRUE,day
3,Houston,Harris_TX,TX,55,49,10,10,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
3,San Diego,San Diego_CA,CA,82,42,10,0,0,Clear,FALSE,FALSE,FALSE,day
2,Salt Lake City,Salt Lake_UT,UT,32,85,3,12.7,0.03,Mostly Cloudy,FALSE,FALSE,FALSE,night
2,San Pedro,Los Angeles_CA,CA,64.4,94,4,6.9,0,Scattered Clouds,FALSE,FALSE,FALSE,day
2,Houston,Harris_TX,TX,68,24,10,5.8,0,Clear,FALSE,FALSE,FALSE,twilight
2,Little Falls,Passaic_NJ,NJ,18,45,10,13.8,0,Clear,FALSE,FALSE,FALSE,night
3,Tempe,Maricopa_AZ,AZ,56,37,10,3,0,Partly Cloudy,FALSE,FALSE,FALSE,twilight
2,Bartlett,DuPage_IL,IL,55.9,44,10,12.7,0,Clear,FALSE,FALSE,TRUE,day
2,Keller,Tarrant_TX,TX,50,68,9,13.8,0,Light Rain,FALSE,FALSE,FALSE,day
2,Memphis,Shelby_TN,TN,38,79,10,0,0,Cloudy,FALSE,FALSE,TRUE,day
2,Hastings On Hudson,Westchester_NY,NY,75,46,10,8.1,0,Clear,FALSE,FALSE,TRUE,day
3,Knoxville,Knox_TN,TN,62.1,48,10,13.8,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
4,Wellborn,Suwannee_FL,FL,77,78,10,5,0,Fair,TRUE,FALSE,FALSE,day
2,Atlanta,Fulton_GA,GA,66,90,10,8.1,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Twin Peaks,San Bernardino_CA,CA,39.2,65,10,0,0,Clear,FALSE,FALSE,FALSE,day
3,Los Angeles,Los Angeles_CA,CA,55.9,72,10,6.9,0,Overcast,FALSE,FALSE,FALSE,day
2,Elgin,Kane_IL,IL,61,64,9,21.9,0,Overcast,FALSE,FALSE,TRUE,twilight
3,Roseville,Placer_CA,CA,48.2,87,8,6.9,0,Clear,FALSE,FALSE,FALSE,day
2,Greer,Greenville_SC,SC,66,42,10,0,0,Clear,FALSE,FALSE,TRUE,day
2,Boston,Suffolk_MA,MA,19,92,0.1,18.4,0.06,Heavy Snow,FALSE,FALSE,TRUE,day
3,Guilford,New Haven_CT,CT,77,78,10,9.2,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,San Bernardino,San Bernardino_CA,CA,75.2,38,6,8.1,0,Haze,FALSE,FALSE,FALSE,day
2,Greer,Spartanburg_SC,SC,61,24,10,5.8,0,Clear,FALSE,FALSE,FALSE,day
2,Clatskanie,Clatsop_OR,OR,43,71,10,8.1,0,Partly Cloudy,FALSE,FALSE,FALSE,day
2,Albany,Albany_NY,NY,57,42,10,6.9,0,Partly Cloudy,FALSE,FALSE,TRUE,day
2,Jamaica,Queens_NY,NY,64,80,10,8,0,Cloudy,FALSE,FALSE,FALSE,day
2,Hopkins,Richland_SC,SC,80.6,79,10,3.5,0,Scattered Clouds,FALSE,FALSE,FALSE,day
2,Houston,Harris_TX,TX,82.4,79,10,0,0,Clear,FALSE,FALSE,TRUE,night
3,Sunol,Alameda_CA,CA,53.1,74,10,0,0,Clear,FALSE,FALSE,FALSE,day
2,Elgin,Kane_IL,IL,72,71,10,14,0,Cloudy,FALSE,FALSE,FALSE,day
3,Riverside,Riverside_CA,CA,91,42,10,19.6,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,San Diego,San Diego_CA,CA,71.1,66,10,6.9,0,Clear,FALSE,FALSE,FALSE,day
3,Harper Woods,Wayne_MI,MI,34,92,10,11.5,0,Overcast,FALSE,FALSE,FALSE,night
2,Raleigh,Wake_NC,NC,60.1,90,10,4.6,0,Overcast,FALSE,FALSE,TRUE,twilight
2,Los Angeles,Los Angeles_CA,CA,61,70,10,3,0,Partly Cloudy,FALSE,FALSE,TRUE,twilight
3,Scottsdale,Maricopa_AZ,AZ,87.8,49,40,4.6,0,Partly Cloudy,FALSE,FALSE,FALSE,night
3,Salem,Roanoke County_VA,VA,54,51,10,3,0,Partly Cloudy,FALSE,FALSE,FALSE,day
2,Spartanburg,Spartanburg_SC,SC,50,100,10,20,0,Cloudy,FALSE,FALSE,TRUE,night
2,Dallas,Dallas_TX,TX,72,53,10,3.5,0,Clear,FALSE,FALSE,TRUE,day
2,Santa Clarita,Los Angeles_CA,CA,57,69,10,0,0,Fair,FALSE,FALSE,FALSE,twilight
2,Omaha,Douglas_NE,NE,39,40,10,5,0,Cloudy,FALSE,FALSE,TRUE,day
2,Longview,Gregg_TX,TX,89.1,39,10,9.2,0,Clear,FALSE,FALSE,FALSE,day
3,Union,Union_NJ,NJ,46,50,10,21.9,0,Scattered Clouds,TRUE,FALSE,FALSE,day
3,Azusa,Los Angeles_CA,CA,77,41,10,9.2,0,Clear,FALSE,FALSE,FALSE,day
2,Arlington,Tarrant_TX,TX,44.1,100,9,5.8,0,Clear,FALSE,FALSE,FALSE,night
2,Cincinnati,Clermont_OH,OH,50,80,10,7,0,Fair,FALSE,FALSE,FALSE,day
2,North Hollywood,Los Angeles_CA,CA,55,93,5,5.8,0.06,Rain,FALSE,FALSE,FALSE,night
2,Spring Hill,Pasco_FL,FL,69.1,93,10,6.9,0,Clear,FALSE,FALSE,FALSE,night
2,Woodburn,Marion_OR,OR,43,97,4,5.8,0.01,Light Rain,FALSE,FALSE,TRUE,twilight
2,Winter Garden,Orange_FL,FL,82,45,10,16.1,0,Clear,FALSE,FALSE,FALSE,day
2,Newcastle,Placer_CA,CA,46.4,34,10,0,0,Clear,FALSE,FALSE,FALSE,twilight
3,Milpitas,Santa Clara_CA,CA,48.9,74,10,4.6,0,Partly Cloudy,FALSE,FALSE,FALSE,day
2,Mesquite,Dallas_TX,TX,89.6,49,10,17.3,0,Clear,TRUE,FALSE,FALSE,day
3,San Diego,San Diego_CA,CA,71.6,64,10,8.1,0,Clear,FALSE,FALSE,FALSE,day
4,Carmel,Putnam_NY,NY,50,86,10,10,0,Cloudy,FALSE,FALSE,FALSE,day
3,Albany,Albany_NY,NY,33.1,92,0.8,0,0.03,Light Snow,TRUE,FALSE,FALSE,day
2,Austin,Travis_TX,TX,81,62,10,4.6,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Culver City,Los Angeles_CA,CA,59,78,10,8.1,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Tulsa,Tulsa_OK,OK,78,81,10,13,0.06,Light Rain with Thunder,FALSE,TRUE,FALSE,day
3,Greer,Spartanburg_SC,SC,86,43,10,12.7,0,Partly Cloudy,FALSE,FALSE,TRUE,day
2,Charlotte,Mecklenburg_NC,NC,50,80,8,5.8,0,Overcast,FALSE,FALSE,TRUE,day
2,Beverly Hills,Citrus_FL,FL,75.2,41,10,6.9,0,Scattered Clouds,FALSE,FALSE,FALSE,day
2,Charlotte,Mecklenburg_NC,NC,69,70,10,8,0,Mostly Cloudy,FALSE,FALSE,TRUE,day
2,Sandston,Henrico_VA,VA,84.9,37,10,8.1,0,Partly Cloudy,FALSE,FALSE,FALSE,day
2,Charlotte,Mecklenburg_NC,NC,53.1,86,10,4.6,0,Overcast,TRUE,FALSE,FALSE,day
2,Kissimmee,Osceola_FL,FL,63,90,10,4.6,0,Clear,FALSE,FALSE,FALSE,day
3,Louisville,Jefferson_KY,KY,65,37,10,3,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
3,South Charleston,Clark_OH,OH,15.8,79,2,16.1,0,Light Snow,FALSE,FALSE,FALSE,day
3,Houston,Harris_TX,TX,93.2,41,10,8.1,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Hanahan,Berkeley_SC,SC,84,74,10,7,0,Partly Cloudy,FALSE,FALSE,FALSE,day
2,North Bend,Coos_OR,OR,43,100,6,8.1,0,Clear,FALSE,FALSE,TRUE,night
2,Richmond,Richmond City_VA,VA,86,61,10,10,0,Partly Cloudy,FALSE,FALSE,FALSE,day
2,Aurora,Arapahoe_CO,CO,39,37,10,4.6,0,Mostly Cloudy,FALSE,FALSE,TRUE,twilight
3,Long Beach,Los Angeles_CA,CA,55,93,0.8,0,0,Overcast,FALSE,FALSE,FALSE,day
2,Pickens,Yazoo_MS,MS,63,93,3,7,0.35,T-Storm,FALSE,FALSE,FALSE,day
2,Salt Lake City,Salt Lake_UT,UT,71,28,10,12,0,Fair,FALSE,FALSE,FALSE,twilight
2,Farmington,Dakota_MN,MN,28,93,10,0,0,Fair,FALSE,FALSE,FALSE,day
2,Tustin,Orange_CA,CA,62,80,10,0,0,Partly Cloudy,FALSE,FALSE,FALSE,night
2,Piedmont,Anderson_SC,SC,50,94,7,4.6,0,Light Rain,FALSE,FALSE,FALSE,day
2,Dallas,Dallas_TX,TX,50,74,10,9,0,Fair,FALSE,FALSE,FALSE,twilight
2,Sun Valley,Los Angeles_CA,CA,82.9,42,10,0,0,Clear,FALSE,FALSE,TRUE,night
4,Slinger,Washington_WI,WI,6.8,48,10,6.9,0,Overcast,FALSE,FALSE,FALSE,day
3,Max Meadows,Wythe_VA,VA,68,96,7,3.5,0,Overcast,FALSE,FALSE,FALSE,night
2,Lombard,Dupage_IL,IL,72,48,10,13.8,0,Mostly Cloudy,FALSE,FALSE,TRUE,day
2,Austin,Travis_TX,TX,44.1,31,10,5.8,0,Clear,FALSE,FALSE,FALSE,day
2,North Wales,Montgomery_PA,PA,68,88,10,0,0,Clear,FALSE,FALSE,FALSE,twilight
3,Colton,San Bernardino_CA,CA,52.9,88,10,0,0,Overcast,FALSE,FALSE,FALSE,night
3,Wildwood,Sumter_FL,FL,78,39,10,12,0,Fair,FALSE,FALSE,FALSE,day
2,Sun City West,Maricopa_AZ,AZ,88,16,10,5,0,Fair,FALSE,FALSE,FALSE,day
2,Woodland Hills,Los Angeles_CA,CA,77,7,10,10.4,0,Clear,FALSE,FALSE,FALSE,day
2,Minneapolis,Hennepin_MN,MN,59,83,10,0,0,Fair,FALSE,FALSE,FALSE,night
2,Webberville,Ingham_MI,MI,77.2,42,10,8.1,0,Mostly Cloudy,TRUE,FALSE,FALSE,day
2,Houston,Fort Bend_TX,TX,73,40,10,5.8,0,Clear,FALSE,FALSE,FALSE,day
2,Carmel Valley,Monterey_CA,CA,65,58,10,14,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Salt Lake City,Salt Lake_UT,UT,38,97,1,5,0,Fog,TRUE,FALSE,FALSE,day
2,Bedminster,Somerset_NJ,NJ,24.1,60,10,5.8,0,Overcast,FALSE,FALSE,FALSE,night
2,Los Angeles,Los Angeles_CA,CA,59,93,5,0,0,Mostly Cloudy,FALSE,TRUE,FALSE,night
2,Hialeah,Miami-Dade_FL,FL,87.1,61,10,15,0,Partly Cloudy,TRUE,FALSE,FALSE,day
2,Oklahoma City,Oklahoma_OK,OK,39,55,10,10,0,Fair,FALSE,FALSE,FALSE,day
2,Cincinnati,Hamilton_OH,OH,45,80,10,4.6,0,Overcast,FALSE,FALSE,FALSE,day
3,Cowpens,Spartanburg_SC,SC,64,100,3,5,0.22,T-Storm,FALSE,FALSE,FALSE,day
3,Kansas City,Jackson_MO,MO,65,45,10,3,0,Fair,TRUE,FALSE,TRUE,day
2,Minneapolis,Hennepin_MN,MN,39.9,70,10,11.5,0,Overcast,TRUE,FALSE,FALSE,twilight
2,Los Gatos,Santa Clara_CA,CA,61,81,10,10.4,0,Clear,FALSE,FALSE,FALSE,twilight
